instance,objective_raw,objective_norm,gap,status,solve_time
0,7.90982070364704,0.18832906437254857,0.0,optimal,4.1577136516571045
1,7.475931172383993,0.21988032859952922,0.0,optimal,6.4508349895477295
2,7.343687422821694,0.20981964065204842,0.0,optimal,7.312809944152832
3,4.062506888305004,0.08643631677244688,0.0,optimal,13.747642278671265
4,3.971860614691369,0.10184257986388125,0.0,optimal,190.69665145874023
5,3.3636137960442203,0.10850367084013614,0.0,optimal,16.477570295333862
6,5.881142681621344,0.17821644489761648,0.0,optimal,5.038867712020874
7,10.260099915987608,0.28500277544410024,0.0,optimal,2.3679380416870117
8,8.465913891520522,0.21164784728801306,0.0,optimal,6.202857255935669
9,4.899301972256539,0.12248254930641347,0.0,optimal,63.73234224319458
