instance,objective_raw,objective_norm,gap,status,solve_time
0,15.09949053346412,0.17381417340401914,0.08132307426633692,timelimit,600.0738463401794
1,11.254103707134986,0.13867812932234683,0.15071041593522022,timelimit,599.9927456378937
2,24.991124880249004,0.2543016873807271,0.0,optimal,19.192938804626465
3,11.871155281200581,0.16993605247241267,0.09686534456967814,timelimit,599.7929275035858
4,10.47772736640204,0.11867866131607355,0.47980929392355104,timelimit,599.9801630973816
5,15.675493673881444,0.18662514518562096,0.0,optimal,29.4853994846344
6,20.387078790603464,0.26557940564309646,0.0,optimal,7.50985050201416
7,15.918266892601533,0.19256083030060517,0.0,optimal,298.59703278541565
8,16.561698778092115,0.1895097170516207,0.0,optimal,6.324870824813843
9,20.14997849682759,0.22592226127298387,0.0,optimal,33.04273271560669
