instance,objective_raw,objective_norm,gap,status,solve_time
0,13.913353845647054,0.12764544812520232,2.981715092217817,timelimit,599.8616547584534
1,10.258645207985788,0.09242022709897106,1612103.9918656868,timelimit,599.9647138118744
2,11.965520529987813,0.09064788280293798,1060792.1703200922,timelimit,599.9494605064392
3,8.765844557594578,0.08593965252543705,1664.318140311421,timelimit,599.9302089214325
4,13.604368454619584,0.11627665345828704,4584.654442542744,timelimit,600.0556991100311
5,10.177904039560866,0.09601796263736666,1390687383.6902847,timelimit,600.0380616188049
6,14.794906442697346,0.12538056307370632,13.245673002846026,timelimit,600.0015273094177
7,9.97577794121914,0.08526305932665933,613.666397343191,timelimit,599.9107661247253
8,10.291012758913926,0.0887156272320166,481464.1984856668,timelimit,600.0934581756592
9,5.923523125404783,0.06438612092831286,22797368.162292503,timelimit,599.9979009628296
