instance,objective_raw,objective_norm,gap,status,solve_time
0,2.6769069490858515,0.16730668431786572,0.0,optimal,12.538326025009155
1,2.20465987005339,0.07602275413977208,0.0,optimal,20.075209379196167
2,2.7248795011996525,0.1089951800479861,0.0,optimal,12.627499341964722
3,3.062020397250477,0.0956881374140774,0.0,optimal,9.55062222480774
4,1.3177989055949255,0.06935783713657502,0.0,optimal,24.580027103424072
5,3.716954030376737,0.10045821703720911,0.0,optimal,22.76190710067749
6,1.5188997050207729,0.07594498525103864,0.0,optimal,47.93206191062927
7,1.9692221256787246,0.07293415280291572,0.0,optimal,10.22459626197815
8,2.464875088137206,0.08803125314775737,0.0,optimal,23.224655151367188
9,2.2074949727390782,0.07120951524964768,0.0,optimal,52.328747272491455
