instance,objective_raw,objective_norm,gap,status,solve_time
0,9.173071499675636,0.21800862299228432,0.0,optimal,5.67388391494751
1,9.053280490652355,0.241923857262939,0.0,optimal,3.7459235191345215
2,7.478398173032372,0.19150951967104918,0.0,optimal,3.5179712772369385
3,9.122389693230758,0.2056132785295466,0.0,optimal,2.344954013824463
4,8.280489289280563,0.20489135295798475,0.0,optimal,3.3829293251037598
5,9.844167736560351,0.20684491093516927,0.0,optimal,2.78694486618042
6,7.386432223443634,0.18869513018197326,0.0,optimal,1.5319669246673584
7,9.27581200239279,0.18284251015019642,0.0,optimal,2.5109455585479736
8,6.99047524152502,0.15929675380159433,0.0,optimal,3.414931297302246
9,8.447196500985372,0.19364642876994384,0.0,optimal,5.048688888549805
